Time (s),VGS_A,VGS_B,VDS_A,VDS_B,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN""]"
2.4150000000000004e-07,-0.18749990400000005,4.8125004032,53.124998656,-2.4999956480000023,0
2.42e-07,-0.1093748992000001,4.8125004032,53.749998592,-1.8749957120000005,0
2.425e-07,-0.1093748992000001,4.9687504127999995,54.374998528,-1.8749957120000005,0
2.43e-07,-0.1093748992000001,4.9687504127999995,53.124998656,-2.4999956480000023,0
2.4350000000000003e-07,-0.18749990400000005,4.9687504127999995,53.124998656,-3.124995584000004,0
2.44e-07,-0.18749990400000005,4.9687504127999995,53.124998656,-3.749995519999999,0
2.445e-07,-0.1093748992000001,4.890625407999999,53.124998656,-3.124995584000004,0
2.4500000000000004e-07,-0.031249894400000144,4.9687504127999995,52.49999872,-2.4999956480000023,0
2.455e-07,-0.1093748992000001,4.9687504127999995,51.874998784,-2.4999956480000023,0
2.46e-07,-0.18749990400000005,4.890625407999999,52.49999872,-1.8749957120000005,0
2.465e-07,-0.2656249088,4.890625407999999,52.49999872,-1.8749957120000005,0
2.4700000000000003e-07,-0.18749990400000005,4.890625407999999,51.874998784,-1.8749957120000005,0
2.475e-07,-0.2656249088,4.890625407999999,50.624998912,-1.8749957120000005,0
2.48e-07,-0.2656249088,4.9687504127999995,50.624998912,-1.8749957120000005,0
2.4850000000000003e-07,-0.2656249088,4.8125004032,50.624998912,-2.4999956480000023,0
2.49e-07,-0.18749990400000005,4.8125004032,49.999998976,-2.4999956480000023,256
2.495e-07,-0.2656249088,4.890625407999999,48.749999104,-2.4999956480000023,256
2.5000000000000004e-07,-0.18749990400000005,4.8125004032,48.749999104,-1.8749957120000005,256
2.505e-07,-0.18749990400000005,4.8125004032,48.124999168,-2.4999956480000023,256
2.51e-07,-0.18749990400000005,4.500000384,46.249999360000004,-3.124995584000004,768
2.515e-07,-0.18749990400000005,3.9531253503999997,44.999999488,-3.124995584000004,768
2.5200000000000003e-07,-0.1093748992000001,3.5625003263999995,43.749999616,-2.4999956480000023,768
2.525e-07,-0.18749990400000005,3.2500003071999997,43.749999616,-2.4999956480000023,768
2.53e-07,-0.18749990400000005,2.7812502784,42.499999744,-1.8749957120000005,768
2.5350000000000004e-07,-0.18749990400000005,2.2343752448,42.499999744,-1.2499957760000058,768
2.54e-07,-0.1093748992000001,1.375000192,40.624999936,4.0959999978440464e-06,768
2.545e-07,-0.18749990400000005,0.28125012479999967,39.375000064,1.8750039039999962,768
2.55e-07,-0.18749990400000005,-0.8124999424000001,38.750000127999996,4.375003647999996,768
2.5550000000000003e-07,-0.18749990400000005,-1.6718749952,36.87500032,5.62500352,768
2.56e-07,-0.18749990400000005,-2.140625024,35.625000448,6.875003391999996,768
2.565e-07,-0.18749990400000005,-2.4531250432,35.000000512,8.125003264,768
2.5700000000000004e-07,-0.1093748992000001,-2.6875000576,33.750000639999996,10.625003008,768
2.575e-07,-0.1093748992000001,-2.7656250624,32.500000768,12.500002815999999,768
